chart_week,rank,uri,artist_names,track_name,peak_rank,previous_rank,weeks_on_chart,streams
2024-05-30,45,spotify:track:1aKvZDoLGkNMxoRYgkckZG,ILLIT,Magnetic,11,44,10,17200645
2024-05-30,46,spotify:track:77DRzu7ERs0TX3roZcre7Q,Kendrick Lamar,euphoria,4,30,5,17082660
2024-05-30,47,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,Mitski,My Love Mine All Mine,3,48,36,16549520
2024-05-30,48,spotify:track:1LLUoftvmTjVNBHZoQyveF,Billie Eilish,THE DINER,23,23,2,16205289
2024-05-30,49,spotify:track:6RjSXi9cPGroetXeNsWFGL,"DJ TOPO, Seu Jorge, Mc Leozin, MC G15",MTG QUEM NÃO QUER SOU EU,49,161,2,16102015
2024-05-30,50,spotify:track:4sgMbwl9lXGyHcHmtFYGMm,aespa,Supernova,50,57,2,16007716
2024-05-30,51,spotify:track:48lxT5qJF0yYyf2z4wB4xW,"Jaxomy, Agatino Romero, Raffaella Carrà",Pedro,29,46,7,16000050
2024-05-30,52,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),16,55,66,15859170
2024-05-30,53,spotify:track:2F3N9tdombb64aW6VtZOdo,Taylor Swift,Down Bad,2,39,6,15480762
2024-05-30,54,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,15,62,164,15151478
2024-05-30,55,spotify:track:7DSAEUvxU8FajXtRloy8M0,Miley Cyrus,Flowers,1,56,72,14932264
2024-05-30,56,spotify:track:7DpUoxGSdlDHfqCYj0otzU,Billie Eilish,BITTERSUITE,25,25,2,14421335
2024-05-30,57,spotify:track:0W0iAC1VGlB82PI6elxFYf,Taylor Swift,Guilty as Sin?,14,50,6,14033552
2024-05-30,58,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),1,66,46,13887642
2024-05-30,59,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,27,63,75,13886601
2024-05-30,60,spotify:track:4KULAymBBJcPRpk1yO4dOG,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),20,60,40,13800316
2024-05-30,61,spotify:track:28drn6tQo95MRvO0jQEo5C,"Future, Metro Boomin, Travis Scott, Playboi Carti",Type Shit,11,59,10,13784631
2024-05-30,62,spotify:track:5aIVCx5tnk0ntmdiinnYvw,Tyla,Water,12,68,36,13732190
2024-05-30,63,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,1,65,191,13708239
2024-05-30,64,spotify:track:02H58MSfVESkKyx4diDgu7,RM,LOST!,64,-1,1,13610233
2024-05-30,65,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,Like Crazy,15,76,62,13607051
2024-05-30,66,spotify:track:7wLShogStyDeZvL0a6daN5,Beyoncé,TEXAS HOLD 'EM,2,58,16,13599469
2024-05-30,67,spotify:track:3Pbp7cUCx4d3OAkZSCoNvn,Michael Marcagi,Scared To Start,25,67,17,13472306
2024-05-30,68,spotify:track:6me7F0aaZjwDo6RJ5MrfBD,Richy Mitch & The Coal Miners,Evergreen,40,74,20,13395968
2024-05-30,69,spotify:track:36t6frENUtCYKuZus6aYDO,Taylor Swift,Who’s Afraid of Little Old Me?,12,51,6,13390400
2024-05-30,70,spotify:track:0LZy30mVmxqUpdQmaXKXBd,"Myke Towers, Bad Bunny",ADIVINO,20,53,5,13377111
2024-05-30,71,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,1,64,77,13242934
2024-05-30,72,spotify:track:2Zo1PcszsT9WQ0ANntJbID,Sabrina Carpenter,Feather,34,71,26,13028905
2024-05-30,73,spotify:track:3Vp4B9KshEPy72bwY0NJks,Lay Bankz,Tell Ur Girlfriend,23,54,7,12865170
2024-05-30,74,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,Manuel Turizo,La Bachata,4,84,100,12580966
2024-05-30,75,spotify:track:3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,Unwritten,16,78,20,12533161
2024-05-30,76,spotify:track:3w0w2T288dec0mgeZZqoNN,"¥$, Kanye West, Ty Dolla $ign",CARNIVAL,2,69,16,12415295
2024-05-30,77,spotify:track:2o1pb13quMReXZqE7jWsgq,Ariana Grande,intro (end of the world),25,77,12,12400419
2024-05-30,78,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,4,83,281,12333245
2024-05-30,79,spotify:track:5O2P9iiztwhomNh8xkR9lJ,One Direction,Night Changes,79,80,83,12318257
2024-05-30,80,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,1,89,235,12289188
2024-05-30,81,spotify:track:3Vevii7qKqrmW8CcyzBHDl,Taylor Swift,"So Long, London",4,61,6,12134432
2024-05-30,82,spotify:track:331l3xABO0HMr1Kkyh2LZq,"David Guetta, OneRepublic",I Don't Wanna Wait,82,88,7,11979600
2024-05-30,83,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,In the End,22,101,47,11920373
2024-05-30,84,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),2,85,92,11898838
2024-05-30,85,spotify:track:38tXZcL1gZRfbqfOG0VMTH,NewJeans,How Sweet,85,-1,1,11826037
2024-05-30,86,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,SZA,Nobody Gets Me,12,79,19,11823710
2024-05-30,87,spotify:track:4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,21,111,107,11800455
2024-05-30,88,spotify:track:1aHy1ipWQRNauI0ee9uYfi,Lithe,Fall Back,88,133,2,11784871
2024-05-30,89,spotify:track:0R6NfOiLzLj4O5VbYSJAjf,Xavi,La Diabla,1,81,25,11780994
2024-05-30,90,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,7,104,308,11646927
2024-05-30,91,spotify:track:6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Something Just Like This,2,110,209,11614161
2024-05-30,92,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",3,75,46,11612488
2024-05-30,93,spotify:track:5Uptvz6j1sjDKxidAcnH2L,Cris MJ,SI NO ES CONTIGO,93,-1,1,11537212
2024-05-30,94,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,1,91,286,11495033
2024-05-30,95,spotify:track:7iQXYTyuG13aoeHxGG28Nh,"Bad Bunny, Feid",PERRO NEGRO,4,86,33,11487610
2024-05-30,96,spotify:track:5RqSsdzTNPX1uzkmlHCFvK,"KAROL G, Peso Pluma",QLONA,5,99,42,11443700
2024-05-30,97,spotify:track:4fYte8ZvTK14NEhAOZocBi,OneRepublic,I Ain't Worried,7,106,104,11431680
2024-05-30,98,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,12,98,120,11412923
2024-05-30,99,spotify:track:3hxIUxnT27p5WcmjGUXNwx,Hotel Ugly,Shut up My Moms Calling,82,137,73,11403782
2024-05-30,100,spotify:track:0LMwmV37RCmBO2so0szAFs,"Kygo, Ava Max",Whatever,91,108,19,11387383
2024-05-30,101,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Pink + White,69,113,54,11368762
2024-05-30,102,spotify:track:0u2P5u6lvoDfwTYjAADbn4,"Billie Eilish, Khalid",lovely (with Khalid),24,87,319,11331084
2024-05-30,103,spotify:track:59NraMJsLaMCVtwXTSia8i,"cassö, RAYE, D-Block Europe",Prada,17,96,41,11323244
2024-05-30,104,spotify:track:0h3Xy4V4apMraB5NuM8U7Z,CYRIL,Stumblin' In,95,105,10,11320543
2024-05-30,105,spotify:track:52eIcoLUM25zbQupAZYoFh,21 Savage,redrum,8,82,20,11295839
2024-05-30,106,spotify:track:2XXwLdtuAcE0HSCu61ijAb,Taylor Swift,My Boy Only Breaks His Favorite Toys,7,72,6,11253129
2024-05-30,107,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,30,119,172,11249409
2024-05-30,108,spotify:track:22skzmqfdWrjJylampe0kt,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),86,114,116,11223314
2024-05-30,109,spotify:track:5og4Qzt92jJzVDkOtSEilb,Taylor Swift,But Daddy I Love Him,9,70,6,11190338
2024-05-30,110,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Nonsense,17,93,71,11184848
2024-05-30,111,spotify:track:5RKQ5NdjSh2QzD4MaunT91,Journey,Don't Stop Believin' (2022 Remaster),111,145,13,11171781
2024-05-30,112,spotify:track:7s4emXHJwAuo5VvGBXmnBL,"Young Miko, Feid",offline,68,95,7,11160092
2024-05-30,113,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,77,123,129,11079675
2024-05-30,114,spotify:track:3QJsSWa0Xo8MfaRn1gr4Be,Isabel LaRosa,Favorite,68,92,8,11077081
2024-05-30,115,spotify:track:5oYVxFt2k4SkVp6wzVsFWN,"Sevdaliza, Villano Antillano, Tokischa","Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)",72,167,6,10975909
2024-05-30,116,spotify:track:3B54sVLJ402zGa6Xm4YGNe,"French Montana, Swae Lee",Unforgettable,3,140,91,10952477
2024-05-30,117,spotify:track:2N0SPREDYqILVEFSsWF5N5,V,Love Me Again,11,109,42,10859817
2024-05-30,118,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,36,117,180,10850973
2024-05-30,119,spotify:track:1zi7xx7UVEFkmKfv06H8x0,"Drake, Wizkid, Kyla",One Dance,12,115,196,10839547
2024-05-30,120,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,4,136,216,10832212
2024-05-30,121,spotify:track:5zCnGtCl5Ac5zlFHXaZmhy,"Ram Sampath, Arijit Singh, Prashant Pandey","Sajni (From ""Laapataa Ladies"")",121,131,2,10777956
2024-05-30,122,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,86,129,163,10770339
2024-05-30,123,spotify:track:5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,Locked out of Heaven,39,112,103,10763193
2024-05-30,124,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,34,116,143,10757908
2024-05-30,125,spotify:track:0uHrMbMv3c78398pIANDqR,Joost,Europapa,31,52,4,10731678
2024-05-30,126,spotify:track:2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Have You Ever Seen The Rain,85,126,41,10718675
2024-05-30,127,spotify:track:2KslE17cAJNHTsI2MI0jb2,Jung Kook,Standing Next to You,1,128,29,10624851
2024-05-30,128,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,"Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""",2,120,52,10574337
2024-05-30,129,spotify:track:3FqUPvubYeRCMsdJ02QyZR,Fuerza Regida,TÚ NAME,55,100,13,10494022
2024-05-30,130,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,"Pitbull, AFROJACK, Ne-Yo, Nayer",Give Me Everything (feat. Nayer),130,156,3,10485144
2024-05-30,131,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,80,143,84,10432262
2024-05-30,132,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Last Night,14,124,66,10414879
2024-05-30,133,spotify:track:6EIMUjQ7Q8Zr2VtIUik4He,Henry Moodie,drunk text,106,118,7,10405771
2024-05-30,134,spotify:track:0dEAiKNbHt4mrjjoiL0loc,Xavi,Corazón de Piedra,21,94,10,10401357
2024-05-30,135,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,53,138,92,10353054
2024-05-30,136,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,5,135,59,10352290
2024-05-30,137,spotify:track:567e29TDzLwZwfDuEpGTwo,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),1,127,142,10327340
2024-05-30,138,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,"Don Omar, Lucenzo",Danza Kuduro,104,170,36,10320756
2024-05-30,139,spotify:track:4Na2HfNSr58chvfX69fy36,Gunna,one of wun,73,73,3,10300058
2024-05-30,140,spotify:track:1njlnn8ZKHI77Pe9szIONR,BABYMONSTER,SHEESH,57,125,8,10266219
2024-05-30,141,spotify:track:6WzRpISELf3YglGAh7TXcG,"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),12,132,52,10251491
2024-05-30,142,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,Everybody Wants To Rule The World,91,158,88,10232230
2024-05-30,143,spotify:track:1kuGVB7EU95pJObxwvfwKS,Olivia Rodrigo,vampire,1,103,48,10205155
2024-05-30,144,spotify:track:6BpZpCM8d8FJnVnr1IbnFL,"Alvaro Diaz, Feid",GATITAS SANDUNGUERAS - VOL.1,144,-1,1,10191969
2024-05-30,145,spotify:track:4xhsWYTOGcal8zt0J161CU,Jack Harlow,Lovin On Me,3,122,29,10178266
2024-05-30,146,spotify:track:3dPQuX8Gs42Y7b454ybpMR,The White Stripes,Seven Nation Army,146,165,3,10112487
2024-05-30,147,spotify:track:1LY3GhF0zxIVgbYEQjCbUO,"Disturbed, CYRIL",The Sound of Silence - CYRIL Remix,106,141,7,10110240
2024-05-30,148,spotify:track:1FEiijYPJtyswChfcpv3p0,Lana Del Rey,Summertime Sadness,83,142,94,10053698
2024-05-30,149,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,Apocalypse,79,148,98,10049148
2024-05-30,150,spotify:track:6uIIdjYTxxpWOyWuVXrKQO,"Calle 24, Chino Pacas, Fuerza Regida",Que Onda,16,144,39,9996277
2024-05-30,151,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,43,139,125,9985227
2024-05-30,152,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,13,150,249,9959448
2024-05-30,153,spotify:track:56y1jOTK0XSvJzVv9vHQBK,Doja Cat,Paint The Town Red,1,130,43,9936407
2024-05-30,154,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,57,162,73,9913890
2024-05-30,155,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,AC/DC,Highway to Hell,152,195,11,9752965
2024-05-30,156,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,31,177,140,9743427
2024-05-30,157,spotify:track:3KZCP2StVGdWkOKyRZNWA4,Plan B,Es un Secreto,157,164,30,9723492
2024-05-30,158,spotify:track:1SS0WlKhJewviwEDZ6dWj0,"ZICO, JENNIE",SPOT!,75,97,5,9718011
2024-05-30,159,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,WALK THE MOON,Shut Up and Dance,159,191,4,9699810
2024-05-30,160,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1,"Rihanna, Calvin Harris",We Found Love,59,171,65,9624650
2024-05-30,161,spotify:track:1k1Bqnv2R0uJXQN4u6LKYt,Bill Withers,Ain't No Sunshine,76,154,12,9554297
2024-05-30,162,spotify:track:5qaEfEh1AtSdrdrByCP7qR,Imagine Dragons,Demons,111,182,79,9548840
2024-05-30,163,spotify:track:0FDzzruyVECATHXKHFs9eJ,Coldplay,A Sky Full of Stars,163,199,4,9543350
2024-05-30,164,spotify:track:3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me To Church,108,184,143,9540962
2024-05-30,165,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Money Trees,62,152,53,9538243
2024-05-30,166,spotify:track:2v1ivOOsgn64g5OywuH55L,Taylor Swift,The Smallest Man Who Ever Lived,20,102,6,9522185
2024-05-30,167,spotify:track:5b5cPscqVEMChvDqscVw26,Dua Lipa,Training Season,15,147,15,9499567
2024-05-30,168,spotify:track:69phA1R4gmQsBFRQ3INW8C,Rich Amiri,ONE CALL,42,160,18,9477341
2024-05-30,169,spotify:track:7iUtQNMRB8ZkKC4AmEuCJC,Myke Towers,LA FALDA,24,153,22,9473763
2024-05-30,170,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Sure Thing,14,175,63,9473504
2024-05-30,171,spotify:track:1xgWArLVFD1AKsLzftZYc2,"Oscar Maydon, Gabito Ballesteros, Chino Pacas",Elvira,162,172,8,9472347
2024-05-30,172,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,TV Girl,Lovers Rock,100,179,49,9445021
2024-05-30,173,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Heat Waves,1,185,172,9423644
2024-05-30,174,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,94,-1,126,9391122
2024-05-30,175,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,39,163,73,9373920
2024-05-30,176,spotify:track:3NMrVbIVWT3fPXBj0rNDKG,Taylor Swift,The Tortured Poets Department,6,107,6,9361516
2024-05-30,177,spotify:track:2jPCbFrFlyGbKgblxub8Lm,The Outfield,Your Love,177,196,5,9346266
2024-05-30,178,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,38,176,90,9343396
2024-05-30,179,spotify:track:7yNf9YjeO5JXUE3JEBgnYc,Dominic Fike,Babydoll,158,-1,5,9338140
2024-05-30,180,spotify:track:3kXoKlD84c6OmIcOLfrfEs,"Earth, Wind & Fire",September,132,-1,12,9331324
2024-05-30,181,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,Revenge,63,159,57,9324152
2024-05-30,182,spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",Thank You (Not So Bad),170,186,11,9312220
2024-05-30,183,spotify:track:6Bcy1jJFcIAuAzJMtfpImi,Natanael Cano,Ya Te Olvide,157,157,2,9277604
2024-05-30,184,spotify:track:505v13epFXodT9fVAJ6h8k,KAROL G,AMARGURA,53,169,54,9270394
2024-05-30,185,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,"Shakira, Wyclef Jean",Hips Don't Lie (feat. Wyclef Jean),175,-1,7,9267838
2024-05-30,186,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,Iris,93,197,39,9258362
2024-05-30,187,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,16,193,377,9189912
2024-05-30,188,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,Foster The People,Pumped Up Kicks,160,-1,5,9172922
2024-05-30,189,spotify:track:51qYdMBxt9mFbtZBzq1Yfi,Julión Álvarez y su Norteño Banda,Regalo De Dios,100,155,15,9148471
2024-05-30,190,spotify:track:7J1uxwnxfQLu4APicE5Rnj,Michael Jackson,Billie Jean,140,-1,3,9006753
2024-05-30,191,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,76,-1,144,9006202
2024-05-30,192,spotify:track:3ZVFcD8Wlw9T9klGqmJf9F,"Taylor Swift, Florence + The Machine",Florida!!! (feat. Florence + The Machine),10,121,6,9001834
2024-05-30,193,spotify:track:0PBTlQ84CBJF0tBnKGmQa6,V,FRI(END)S,15,178,11,8994911
2024-05-30,194,spotify:track:3QpDKVHmf9RDQkJbAUNWzI,Gustavo Moura & Rafael,Digitando,99,200,5,8971549
2024-05-30,195,spotify:track:6wsqVwoiVH2kde4k4KKAFU,Travis Scott,I KNOW ?,14,173,38,8962789
2024-05-30,196,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Mockingbird,24,-1,81,8959966
2024-05-30,197,spotify:track:2374M0fQpWi3dLnB54qaLX,TOTO,Africa,137,-1,63,8913953
2024-05-30,198,spotify:track:3SAga35lAPYdjj3qyfEsCF,d4vd,Feel It (From “Invincible”),93,187,8,8820273
2024-05-30,199,spotify:track:6D8y7Bck8h11byRY88Pt2z,Dua Lipa,Houdini,6,189,29,8772567
2024-05-30,200,spotify:track:57wp7VFnV8X0pSVnYArGeJ,Bryson Tiller,Whatever She Wants,38,174,14,8768473
2024-06-06,1,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,1,2,8,64865874
2024-06-06,2,spotify:track:2HYFX63wP3otVIvopRS99Z,Eminem,Houdini,2,-1,1,56673473
2024-06-06,3,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,3,5,3,55706278
2024-06-06,4,spotify:track:5AJ9hqTS2wcFQCELCFRO7A,Tommy Richman,MILLION DOLLAR BABY,1,3,6,55363037
2024-06-06,5,spotify:track:629DixmZGHc7ILtEntuiWE,Billie Eilish,LUNCH,1,1,3,49667368
2024-06-06,6,spotify:track:6XjDF6nds4DE2BBbagZol6,"FloyyMenor, Cris MJ",Gata Only,3,6,17,46126156
2024-06-06,7,spotify:track:7221xIgOnuakPdLqT0F3nP,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),3,7,4,44288389
2024-06-06,8,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,2,4,5,43365484
2024-06-06,9,spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,Hozier,Too Sweet,2,9,11,41428932
2024-06-06,10,spotify:track:2GxrNKugF82CnoRFbQfzPf,Artemas,i like the way you kiss me,1,12,11,38735978
2024-06-06,11,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,1,11,20,38263358
2024-06-06,12,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,A Bar Song (Tipsy),7,10,8,37254052
2024-06-06,13,spotify:track:7iabz12vAuVQYyekFIWJxD,"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),13,17,2,36024300
2024-06-06,14,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj,Billie Eilish,CHIHIRO,5,8,3,35995796
2024-06-06,15,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,we can't be friends (wait for your love),1,14,13,30473878
2024-06-06,16,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),1,13,7,30170402
2024-06-06,17,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,3,15,16,29845602
2024-06-06,18,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,5,16,30,27430768
2024-06-06,19,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,Stargazing,19,20,4,27326727
2024-06-06,20,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",3,19,35,23202110
2024-06-06,21,spotify:track:4ZJ4vzLQekI0WntDbanNC7,Zach Bryan,Pink Skies,21,26,2,22476013
2024-06-06,22,spotify:track:6a9Z1jUms915w4O7N1PxjY,"Rvssian, Rauw Alejandro, Ayra Starr",Santa,14,28,7,22114130
2024-06-06,23,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,2,22,70,22069617
2024-06-06,24,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,WILDFLOWER,15,18,3,22063464
2024-06-06,25,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,"Good Luck, Babe!",25,37,8,21674326
2024-06-06,26,spotify:track:2uqYupMHANxnwgeiXTZXzd,Dasha,Austin (Boots Stop Workin'),20,27,13,21159783
2024-06-06,27,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,1,25,114,20963125
2024-06-06,28,spotify:track:1C84d9abZVKWHT2YYpoean,"Luis R Conriquez, Neton Vega",Si No Quieres No,28,44,8,20379011
2024-06-06,29,spotify:track:5uQ7de4EWjb3rkcFxyEOpu,Mark Ambor,Belong Together,19,30,10,20171002
2024-06-06,30,spotify:track:4q5YezDOIPcoLr8R81x9qy,Taylor Swift,I Can Do It With a Broken Heart,5,23,7,20096303
2024-06-06,31,spotify:track:7bywjHOc0wSjGGbj04XbVi,"Feid, ATL Jacob",LUNA,9,33,26,19838830
2024-06-06,32,spotify:track:2prqm9sPLj10B4Wg0wE5x9,Billie Eilish,BLUE,17,21,3,19455865
2024-06-06,33,spotify:track:2tudvzsrR56uom6smgOcSf,"Future, Metro Boomin, Kendrick Lamar",Like That,4,24,11,19049371
2024-06-06,34,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,19,40,197,18940046
2024-06-06,35,spotify:track:51eSHglvG1RJXtL3qI5trr,Benson Boone,Slow It Down,31,34,11,18592196
2024-06-06,36,spotify:track:6fPan2saHdFaIHuTSatORv,Billie Eilish,L’AMOUR DE MA VIE,19,29,3,17726412
2024-06-06,37,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,15,41,100,17522092
2024-06-06,38,spotify:track:1bjeWoagtHmUKputLVyDxQ,SZA,Saturn,17,31,15,17321415
2024-06-06,39,spotify:track:0mflMxspEfB0VbI1kyLiAv,Noah Kahan,Stick Season,6,39,35,17311776
2024-06-06,40,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,28,43,85,17056680
2024-06-06,41,spotify:track:1aKvZDoLGkNMxoRYgkckZG,ILLIT,Magnetic,11,45,11,16719996
2024-06-06,42,spotify:track:5Uptvz6j1sjDKxidAcnH2L,Cris MJ,SI NO ES CONTIGO,42,93,2,16590346
2024-06-06,43,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,1,42,38,16482686
2024-06-06,44,spotify:track:42VsgItocQwOQC3XWZ8JNA,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),5,38,38,16372455
2024-06-06,45,spotify:track:5LhI8m7n8xlQmNe3b7Rwis,"Natanael Cano, Oscar Maydon",Madonna,18,32,13,15834647
2024-06-06,46,spotify:track:48lxT5qJF0yYyf2z4wB4xW,"Jaxomy, Agatino Romero, Raffaella Carrà",Pedro,29,51,8,15432139
2024-06-06,47,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),16,52,67,15336032
2024-06-06,48,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,Mitski,My Love Mine All Mine,3,47,37,15142621
2024-06-06,49,spotify:track:4sgMbwl9lXGyHcHmtFYGMm,aespa,Supernova,49,50,3,14955862
2024-06-06,50,spotify:track:7DSAEUvxU8FajXtRloy8M0,Miley Cyrus,Flowers,1,55,73,14745397
2024-06-06,51,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,30,107,173,14662208
2024-06-06,52,spotify:track:5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,Locked out of Heaven,39,123,104,14605770
2024-06-06,53,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,1,71,78,14574778
2024-06-06,54,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,36,118,181,14330123
